Customer ID,recency,frequency,monetary,segment
12529.0,165,1,316.47999999999996,hibernating
12530.0,52,5,2096.98,loyal_customers
12531.0,323,1,1807.9799999999996,hibernating
12533.0,264,2,1367.89,hibernating
12537.0,45,1,732.94,about_to_sleep
12538.0,15,1,276.5,new_customers
12539.0,87,3,5646.4,at_risk
12540.0,15,16,8854.25,champions
12542.0,121,2,481.88,hibernating
12543.0,85,1,980.25,hibernating
12547.0,137,1,175.77999999999997,hibernating
12549.0,212,6,1575.6799999999998,at_risk
12553.0,22,2,916.47,potential_loyalists
12554.0,85,1,468.5,hibernating
12555.0,319,1,129.23,hibernating
12557.0,8,4,6725.18,champions
12562.0,22,2,1185.18,potential_loyalists
12563.0,45,1,249.24,about_to_sleep
12567.0,4,7,4308.58,champions
12568.0,281,1,70.0,hibernating
12570.0,319,1,77.52,hibernating
12573.0,18,4,556.8700000000001,loyal_customers
12575.0,94,2,622.8199999999999,hibernating
12576.0,29,3,826.8900000000001,potential_loyalists
12577.0,18,5,995.95,loyal_customers
12578.0,22,2,1847.9400000000003,potential_loyalists
12580.0,213,1,637.2,hibernating
12582.0,59,2,1469.04,about_to_sleep
12583.0,10,13,7166.0599999999995,champions
12586.0,11,3,1865.73,potential_loyalists
12588.0,36,3,743.8800000000001,potential_loyalists
12589.0,58,6,4048.9799999999996,loyal_customers
12591.0,27,2,899.3,potential_loyalists
12592.0,156,3,2145.0599999999995,at_risk
12594.0,15,5,1751.8899999999999,champions
12595.0,141,1,299.02000000000004,hibernating
12598.0,100,3,1511.0100000000002,at_risk
12599.0,18,6,1264.1399999999999,loyal_customers
12600.0,8,12,2444.88,champions
12601.0,41,1,104.2,about_to_sleep
12605.0,13,4,1232.95,champions
12606.0,319,1,21.0,hibernating
12608.0,41,1,415.78999999999996,about_to_sleep
12609.0,11,6,2309.0099999999998,champions
12613.0,25,5,3490.69,loyal_customers
12615.0,50,4,3449.79,loyal_customers
12616.0,25,1,417.79999999999995,promising
12619.0,197,1,140.14,hibernating
12621.0,2,16,11086.14,champions
12623.0,53,6,3442.74,loyal_customers
12625.0,146,2,2481.06,hibernating
12629.0,22,2,1558.2199999999998,potential_loyalists
12631.0,93,5,2841.07,at_risk
12632.0,157,2,804.88,hibernating
12633.0,19,3,3514.18,potential_loyalists
12634.0,172,2,490.0,hibernating
12635.0,29,2,1241.23,potential_loyalists
12636.0,375,1,141.0,hibernating
12637.0,15,4,2318.41,champions
12638.0,276,1,249.8,hibernating
12639.0,71,2,826.2700000000001,about_to_sleep
12643.0,22,6,5005.78,loyal_customers
12644.0,67,3,1440.5800000000002,need_attention
12645.0,46,4,1764.1200000000001,loyal_customers
12647.0,4,27,14201.529999999999,champions
12648.0,74,3,793.95,at_risk
12649.0,19,5,1671.1400000000003,loyal_customers
12651.0,15,3,263.75,potential_loyalists
12652.0,71,1,97.05000000000001,about_to_sleep
12653.0,163,1,1950.98,hibernating
12655.0,60,1,261.35,about_to_sleep
12656.0,62,3,2356.66,need_attention
12661.0,73,1,162.00000000000003,hibernating
12662.0,10,10,3138.2400000000002,champions
12663.0,261,2,239.4,hibernating
12664.0,151,2,1188.16,hibernating
12665.0,54,2,250.6,about_to_sleep
12666.0,31,1,1248.42,promising
12668.0,15,6,7637.530000000001,champions
12670.0,22,2,764.24,potential_loyalists
12671.0,243,1,2622.481,hibernating
12672.0,232,1,211.15000000000003,hibernating
12673.0,38,1,619.5,about_to_sleep
12675.0,190,2,958.5000000000001,hibernating
12676.0,45,5,1511.7,loyal_customers
12677.0,192,2,395.1,hibernating
12678.0,12,9,16652.72,champions
12681.0,4,24,17080.739999999998,champions
12682.0,2,23,11745.69,champions
12683.0,2,8,4220.21,champions
12686.0,8,1,89.14,new_customers
12687.0,117,2,2138.9099999999994,hibernating
12691.0,57,1,134.6,about_to_sleep
12692.0,274,1,110.95,hibernating
12693.0,33,3,847.1099999999999,potential_loyalists
12694.0,58,1,973.68,about_to_sleep
12695.0,165,3,825.02,at_risk
12696.0,71,2,851.91,about_to_sleep
12698.0,227,1,339.75,hibernating
12699.0,54,1,638.11,about_to_sleep
12701.0,166,4,1648.7,at_risk
12703.0,270,3,722.9799999999999,at_risk
12705.0,20,5,4893.81,loyal_customers
12708.0,5,9,2601.19,champions
12709.0,3,20,21356.82,champions
12711.0,248,2,1339.0499999999997,hibernating
12712.0,2,10,2797.53,champions
12714.0,25,7,9384.85,loyal_customers
12717.0,227,1,277.93,hibernating
12720.0,6,6,2478.9399999999996,champions
12721.0,22,2,1356.95,potential_loyalists
12724.0,20,3,1286.1100000000001,potential_loyalists
12725.0,8,4,2266.7599999999998,champions
12726.0,24,4,1405.5000000000002,loyal_customers
12727.0,79,3,1698.8300000000002,at_risk
12728.0,20,1,233.84,promising
12730.0,158,1,829.2500000000001,hibernating
12731.0,79,5,6879.800000000001,at_risk
12733.0,26,3,2040.92,potential_loyalists
12734.0,11,2,529.25,potential_loyalists
12737.0,135,2,3710.5,hibernating
12738.0,9,1,155.35,new_customers
12739.0,22,2,1713.69,potential_loyalists
12741.0,166,2,406.07,hibernating
12742.0,262,1,1201.5200000000002,hibernating
12744.0,96,4,4037.769999999999,at_risk
12745.0,123,3,925.4100000000001,at_risk
12746.0,177,1,254.55,hibernating
12747.0,6,16,5080.530000000001,champions
12748.0,2,144,22879.659999999996,champions
12749.0,36,4,2806.4800000000005,loyal_customers
12751.0,81,1,268.27,hibernating
12755.0,2,10,5218.71,champions
12758.0,96,5,7111.65,at_risk
12759.0,23,5,3489.3,loyal_customers
12760.0,92,1,347.8,hibernating
12761.0,94,2,782.9499999999999,hibernating
12763.0,6,1,320.08000000000004,new_customers
12765.0,109,6,1404.58,at_risk
12766.0,3,3,3078.6499999999996,potential_loyalists
12767.0,12,1,949.82,new_customers
12768.0,87,1,168.69000000000003,hibernating
12770.0,93,1,1895.0,hibernating
12771.0,122,1,282.3,hibernating
12773.0,201,1,124.25,hibernating
12774.0,172,1,98.7,hibernating
12775.0,25,2,300.08,potential_loyalists
12776.0,304,1,55.5,hibernating
12777.0,94,1,519.45,hibernating
12778.0,33,3,953.45,potential_loyalists
12779.0,8,7,2740.91,champions
12780.0,235,1,337.3999999999999,hibernating
12782.0,11,6,2287.32,champions
12784.0,166,1,1230.3300000000002,hibernating
12785.0,172,2,788.45,hibernating
12786.0,246,1,728.5000000000001,hibernating
12787.0,50,1,398.52,about_to_sleep
12788.0,100,4,444.9,at_risk
12789.0,149,2,181.5,hibernating
12790.0,47,1,266.92999999999995,about_to_sleep
12791.0,10,6,863.5100000000001,champions
12792.0,171,1,426.46999999999997,hibernating
12793.0,8,2,471.85,potential_loyalists
12796.0,265,1,381.0,hibernating
12797.0,2,2,552.08,potential_loyalists
12798.0,58,1,1533.8899999999999,about_to_sleep
12799.0,166,1,219.35000000000002,hibernating
12800.0,107,3,584.25,at_risk
12801.0,137,1,1071.8200000000002,hibernating
12802.0,79,6,1988.84,at_risk
12803.0,30,1,1092.8100000000002,promising
12804.0,102,2,327.02,hibernating
12805.0,18,4,1434.9499999999998,loyal_customers
12806.0,72,4,2878.96,loyal_customers
12807.0,20,1,330.35,promising
12808.0,5,3,422.45000000000005,potential_loyalists
12809.0,202,2,1266.63,hibernating
12810.0,171,2,534.99,hibernating
12811.0,15,2,519.05,potential_loyalists
12813.0,138,3,1687.8,at_risk
12817.0,36,2,524.94,potential_loyalists
12819.0,95,1,540.52,hibernating
12820.0,34,7,1747.18,loyal_customers
12821.0,248,1,128.08,hibernating
12823.0,31,13,4742.0,loyal_customers
12825.0,158,2,518.63,hibernating
12826.0,2,6,1481.0300000000002,champions
12829.0,187,1,92.30000000000001,hibernating
12831.0,100,2,236.06,hibernating
12835.0,64,41,6043.31,loyal_customers
12836.0,26,11,3972.76,loyal_customers
12837.0,206,1,554.3100000000001,hibernating
12838.0,10,9,2715.35,champions
12839.0,4,13,4480.3099999999995,champions
12840.0,74,3,1315.1999999999998,at_risk
12841.0,6,17,3518.33,champions
12842.0,41,2,799.0000000000002,about_to_sleep
12843.0,19,22,4886.15,loyal_customers
12844.0,79,2,322.64,hibernating
12846.0,319,1,15.58,hibernating
12847.0,24,1,765.36,promising
12848.0,312,1,208.0,hibernating
12849.0,18,4,2039.67,loyal_customers
12850.0,82,1,330.0,hibernating
12851.0,114,1,148.95,hibernating
12853.0,64,5,1950.4,loyal_customers
12854.0,198,4,1669.52,at_risk
12855.0,9,4,612.8400000000001,champions
12857.0,73,4,2581.6,at_risk
12858.0,20,1,177.92,promising
12859.0,95,1,575.0999999999999,hibernating
12860.0,330,1,55.47,hibernating
12861.0,256,1,68.25,hibernating
12862.0,62,2,1008.32,about_to_sleep
12863.0,16,5,2271.35,champions
12864.0,145,1,152.45,hibernating
12865.0,15,2,1755.24,potential_loyalists
12866.0,111,2,668.2299999999999,hibernating
12867.0,34,6,3876.4700000000003,loyal_customers
12868.0,10,3,640.0000000000001,potential_loyalists
12869.0,318,1,337.6700000000001,hibernating
12870.0,12,3,1676.9500000000003,potential_loyalists
12871.0,76,1,363.38,hibernating
12872.0,2,11,3085.52,champions
12873.0,34,2,1653.3000000000004,potential_loyalists
12874.0,22,2,948.42,potential_loyalists
12875.0,108,3,1013.76,at_risk
12876.0,31,2,1863.77,potential_loyalists
12877.0,38,8,1419.4,loyal_customers
12880.0,18,2,640.13,potential_loyalists
12887.0,20,1,222.4,promising
12889.0,18,4,385.46000000000004,loyal_customers
12890.0,24,1,336.79999999999995,promising
12891.0,95,8,509.5,cant_loose
12892.0,33,1,263.38,promising
12894.0,212,1,157.35,hibernating
12897.0,18,2,297.75,potential_loyalists
12898.0,100,2,310.96,hibernating
12899.0,50,1,366.4,about_to_sleep
12900.0,59,1,340.33000000000004,about_to_sleep
12903.0,65,1,833.5300000000001,about_to_sleep
12905.0,213,2,1018.42,hibernating
12907.0,32,2,508.90999999999997,potential_loyalists
12908.0,17,3,1026.0,potential_loyalists
12909.0,61,3,924.52,need_attention
12910.0,16,5,2721.48,champions
12911.0,188,1,1680.4699999999998,hibernating
12913.0,5,9,4217.230000000001,champions
12914.0,37,1,223.98,promising
12915.0,9,3,811.1000000000001,potential_loyalists
12916.0,79,3,1647.8699999999997,at_risk
12917.0,37,5,3765.2,loyal_customers
12918.0,263,1,10953.5,hibernating
12920.0,208,3,323.86,at_risk
12921.0,3,39,19333.949999999997,champions
12923.0,27,2,612.9,potential_loyalists
12924.0,30,8,1535.7,loyal_customers
12925.0,229,1,35.28,hibernating
12926.0,48,4,1548.46,loyal_customers
12927.0,31,1,197.31,promising
12928.0,15,7,2242.19,champions
12931.0,17,42,50291.38,loyal_customers
12932.0,176,8,1698.56,cant_loose
12933.0,17,5,1079.5000000000002,loyal_customers
12934.0,373,1,181.65,hibernating
12935.0,12,8,2083.16,champions
12937.0,100,5,1593.34,at_risk
12939.0,16,12,13683.0,champions
12941.0,361,1,377.49000000000007,hibernating
12942.0,2,1,258.75,new_customers
12943.0,195,2,496.5,hibernating
12945.0,293,1,437.16,hibernating
12946.0,73,1,324.45,hibernating
12947.0,10,1,304.03999999999996,new_customers
12948.0,367,2,252.48000000000002,hibernating
12949.0,19,14,11359.48,loyal_customers
12951.0,23,9,2149.65,loyal_customers
12953.0,159,1,498.96,hibernating
12954.0,275,1,162.45,hibernating
12956.0,321,3,413.82,at_risk
12957.0,178,5,4689.43,at_risk
12958.0,37,2,539.49,potential_loyalists
12959.0,121,1,150.95,hibernating
12960.0,50,4,1322.0700000000004,loyal_customers
12961.0,16,1,211.99,new_customers
12963.0,2,5,1744.96,champions
12964.0,74,1,132.23999999999998,hibernating
12967.0,8,2,2646.0199999999995,potential_loyalists
12969.0,239,1,122.45,hibernating
12970.0,17,6,1072.73,loyal_customers
12971.0,3,33,4782.880000000001,champions
12972.0,50,4,1161.2,loyal_customers
12973.0,50,1,385.55,about_to_sleep
12974.0,202,1,264.15,hibernating
12975.0,73,6,2100.09,at_risk
12976.0,15,7,2417.7800000000007,champions
12977.0,138,3,478.39,at_risk
12978.0,22,5,2502.8199999999997,loyal_customers
12979.0,366,1,517.7,hibernating
12980.0,23,12,8870.880000000001,loyal_customers
12982.0,31,7,2354.2700000000004,loyal_customers
12983.0,235,1,490.08000000000004,hibernating
12986.0,65,10,2729.84,loyal_customers
12987.0,57,3,753.51,need_attention
12989.0,61,18,6627.64,loyal_customers
12990.0,54,4,546.0,loyal_customers
12991.0,26,1,261.05999999999995,promising
12992.0,362,1,93.35000000000001,hibernating
12993.0,82,4,844.87,at_risk
12996.0,12,1,355.5,new_customers
12997.0,31,4,884.02,loyal_customers
12998.0,129,3,920.0799999999999,at_risk
13000.0,362,1,497.6500000000001,hibernating
13001.0,41,20,14353.279999999999,loyal_customers
13002.0,53,2,293.18,about_to_sleep
13004.0,23,18,5994.9400000000005,loyal_customers
13005.0,68,2,485.98,about_to_sleep
13007.0,216,1,175.25,hibernating
13008.0,34,2,382.66,potential_loyalists
13009.0,309,1,234.0,hibernating
13010.0,11,2,330.12,potential_loyalists
13011.0,9,1,50.550000000000004,new_customers
13012.0,66,3,1310.99,need_attention
13013.0,8,18,7814.83,champions
13014.0,69,1,1914.8,about_to_sleep
13015.0,75,6,3240.14,at_risk
13018.0,50,7,2485.46,loyal_customers
13019.0,16,6,1229.95,champions
13020.0,199,2,618.96,hibernating
13021.0,11,8,2270.8599999999997,champions
13022.0,66,1,65.3,about_to_sleep
13023.0,165,1,759.1300000000001,hibernating
13024.0,107,2,555.8699999999999,hibernating
13025.0,368,1,323.39,hibernating
13026.0,125,4,757.7200000000001,at_risk
13027.0,22,13,10423.199999999999,loyal_customers
13029.0,11,2,679.8,potential_loyalists
13030.0,5,1,427.7399999999999,new_customers
13031.0,44,5,3419.27,loyal_customers
13032.0,29,7,1833.37,loyal_customers
13033.0,66,1,30.0,about_to_sleep
13034.0,6,2,279.90999999999997,potential_loyalists
13035.0,68,1,442.32,about_to_sleep
13036.0,321,1,307.1,hibernating
13037.0,36,9,3033.88,loyal_customers
13039.0,221,4,1010.7300000000001,at_risk
13041.0,87,4,799.1300000000001,at_risk
13042.0,235,3,1556.54,at_risk
13044.0,129,10,4293.43,cant_loose
13045.0,38,2,503.64,about_to_sleep
13046.0,93,1,319.94000000000005,hibernating
13047.0,10,17,5557.620000000001,champions
13048.0,73,5,2248.3,at_risk
13049.0,26,2,751.5600000000001,potential_loyalists
13050.0,3,19,6507.67,champions
13051.0,215,2,155.8,hibernating
13052.0,57,6,2820.38,loyal_customers
13053.0,258,1,127.65,hibernating
13055.0,66,1,1106.7,about_to_sleep
13056.0,188,1,209.47999999999996,hibernating
13057.0,167,3,722.0899999999999,at_risk
13059.0,50,9,2119.7700000000004,loyal_customers
13063.0,117,1,188.39999999999998,hibernating
13064.0,187,2,561.25,hibernating
13065.0,10,5,1055.0500000000002,champions
13067.0,46,2,393.05,about_to_sleep
13069.0,6,16,5247.01,champions
13070.0,96,3,522.9,at_risk
13071.0,249,1,129.22,hibernating
13073.0,48,2,418.08000000000004,about_to_sleep
13074.0,148,4,1378.74,at_risk
13076.0,94,1,135.4,hibernating
13077.0,3,8,2335.3999999999996,champions
13078.0,3,32,16904.51,champions
13079.0,54,1,199.07999999999998,about_to_sleep
13080.0,38,3,222.65,need_attention
13081.0,8,19,30867.77,champions
13082.0,61,12,3722.12,loyal_customers
13083.0,62,1,91.67999999999999,about_to_sleep
13084.0,128,1,122.39999999999999,hibernating
13085.0,316,6,2017.2,at_risk
13086.0,19,1,439.33,promising
13087.0,363,1,313.64,hibernating
13088.0,54,1,236.10999999999999,about_to_sleep
13089.0,5,109,57912.03,champions
13090.0,2,13,5192.27,champions
13091.0,366,2,1976.0000000000002,hibernating
13092.0,51,7,1662.45,loyal_customers
13093.0,10,48,47111.18,champions
13094.0,5,2,505.80000000000007,potential_loyalists
13096.0,31,1,419.70000000000005,promising
13097.0,25,18,7378.8,loyal_customers
13101.0,135,3,594.21,at_risk
13102.0,2,14,5272.83,champions
13103.0,74,2,465.7,hibernating
13104.0,52,3,610.6199999999999,need_attention
13105.0,73,1,72.0,hibernating
13106.0,50,1,526.96,about_to_sleep
13107.0,50,5,3721.45,loyal_customers
13108.0,9,2,748.4599999999999,potential_loyalists
13109.0,188,1,347.49000000000007,hibernating
13110.0,74,5,1468.8,at_risk
13111.0,355,1,321.88000000000005,hibernating
13112.0,178,1,20.6,hibernating
13113.0,3,14,6379.7699999999995,champions
13114.0,367,1,234.38,hibernating
13115.0,16,6,3199.92,champions
13117.0,2,12,1658.9,champions
13118.0,13,4,1217.6,champions
13119.0,305,1,134.9,hibernating
13123.0,109,2,506.74999999999994,hibernating
13124.0,22,1,916.1199999999999,promising
13125.0,160,1,158.57,hibernating
13126.0,3,7,1898.6099999999997,champions
13128.0,268,1,263.5,hibernating
13129.0,89,2,233.25,hibernating
13131.0,55,4,2240.47,loyal_customers
13133.0,96,1,90.65,hibernating
13134.0,39,2,681.65,about_to_sleep
13135.0,128,1,275.45,hibernating
13136.0,12,8,3666.95,champions
13137.0,23,8,4062.29,loyal_customers
13138.0,9,2,504.85,potential_loyalists
13139.0,74,1,3138.04,hibernating
13140.0,3,3,791.9599999999999,potential_loyalists
13141.0,22,12,5279.83,loyal_customers
13143.0,221,1,405.1,hibernating
13144.0,68,1,24.4,about_to_sleep
13145.0,9,4,805.0,champions
13148.0,26,14,4914.6900000000005,loyal_customers
13150.0,121,3,449.96999999999997,at_risk
13151.0,262,2,1322.8700000000001,hibernating
13152.0,54,7,2146.38,loyal_customers
13154.0,36,3,1624.8400000000001,potential_loyalists
13155.0,5,3,778.4200000000002,potential_loyalists
13156.0,22,3,1586.54,potential_loyalists
13157.0,46,5,3946.1399999999994,loyal_customers
13158.0,25,1,307.12,promising
13161.0,137,1,366.13,hibernating
13162.0,17,12,7587.200000000001,loyal_customers
13163.0,247,1,17.65,hibernating
13164.0,206,2,372.2,hibernating
13165.0,50,1,429.68,about_to_sleep
13166.0,51,1,466.98,about_to_sleep
13167.0,27,1,333.82,promising
13168.0,179,1,556.1200000000001,hibernating
13169.0,199,1,127.20000000000002,hibernating
13172.0,37,1,69.6,promising
13173.0,4,10,2285.7,champions
13174.0,6,10,6677.81,champions
13175.0,219,2,831.45,hibernating
13177.0,67,1,229.75,about_to_sleep
13178.0,34,10,8333.720000000001,loyal_customers
13179.0,255,1,572.31,hibernating
13180.0,244,1,86.10000000000001,hibernating
13181.0,18,1,359.69,promising
13183.0,31,6,3078.3999999999996,loyal_customers
13187.0,261,3,130.98999999999998,at_risk
13190.0,181,3,570.66,at_risk
13191.0,295,1,164.69000000000003,hibernating
13192.0,172,4,1646.64,at_risk
13194.0,58,1,412.08,about_to_sleep
13195.0,51,1,172.38,about_to_sleep
13196.0,80,3,1271.06,at_risk
13197.0,246,1,373.01000000000005,hibernating
13198.0,24,2,1572.99,potential_loyalists
13199.0,3,30,6615.77,champions
13201.0,139,4,1240.6100000000001,at_risk
13202.0,31,7,1580.3000000000002,loyal_customers
13203.0,23,6,1778.79,loyal_customers
13204.0,368,1,966.6599999999999,hibernating
13205.0,80,1,2803.2,hibernating
13206.0,37,13,8377.32,loyal_customers
13207.0,88,2,285.6,hibernating
13208.0,86,3,764.5999999999999,at_risk
13209.0,151,5,2617.9,at_risk
13211.0,18,7,1531.9,loyal_customers
13213.0,20,6,2330.94,loyal_customers
13214.0,54,7,3264.23,loyal_customers
13215.0,39,1,81.6,about_to_sleep
13217.0,292,1,132.5,hibernating
13219.0,255,1,76.23,hibernating
13220.0,212,1,516.8000000000001,hibernating
13222.0,214,1,88.5,hibernating
13223.0,60,4,805.9200000000001,loyal_customers
13225.0,58,9,9796.230000000001,loyal_customers
13226.0,30,1,204.25,promising
13230.0,2,17,3553.8100000000004,champions
13233.0,57,2,571.34,about_to_sleep
13234.0,309,2,356.94999999999993,hibernating
13237.0,24,1,643.0,promising
13238.0,67,2,305.9,about_to_sleep
13239.0,74,4,1265.13,at_risk
13240.0,2,5,1074.87,champions
13241.0,48,1,115.58,about_to_sleep
13242.0,88,4,429.0,at_risk
13243.0,86,4,677.97,at_risk
13245.0,69,1,558.7199999999999,about_to_sleep
13246.0,30,5,1400.13,loyal_customers
13249.0,38,6,897.52,loyal_customers
13250.0,97,2,256.03999999999996,hibernating
13251.0,39,1,252.68,about_to_sleep
13252.0,31,2,399.3,potential_loyalists
13253.0,67,2,1920.7099999999998,about_to_sleep
13254.0,13,1,51.410000000000004,new_customers
13255.0,10,2,504.95,potential_loyalists
13257.0,73,1,149.75,hibernating
13258.0,16,2,336.59999999999997,potential_loyalists
13259.0,34,8,1141.0600000000002,loyal_customers
13262.0,26,2,373.15999999999997,potential_loyalists
13263.0,30,4,1250.6200000000003,loyal_customers
13264.0,79,1,722.56,hibernating
13266.0,50,7,2300.78,loyal_customers
13267.0,3,18,5236.77,champions
13269.0,6,14,3545.4700000000003,champions
13270.0,3,1,590.0,new_customers
13274.0,46,1,360.8500000000001,about_to_sleep
13275.0,20,2,241.66,potential_loyalists
13276.0,34,3,1348.33,potential_loyalists
13277.0,17,3,264.9,potential_loyalists
13278.0,36,3,893.1200000000001,potential_loyalists
13280.0,16,4,1507.7700000000002,champions
13281.0,76,1,350.85,hibernating
13282.0,43,1,181.05,about_to_sleep
13283.0,204,2,279.70000000000005,hibernating
13285.0,237,2,655.47,hibernating
13286.0,237,1,734.91,hibernating
13287.0,240,3,781.59,at_risk
13288.0,80,5,927.6099999999999,at_risk
13289.0,360,1,307.95000000000005,hibernating
13290.0,75,1,208.63,hibernating
13291.0,51,10,2959.73,loyal_customers
13292.0,52,3,415.56999999999994,need_attention
13293.0,29,6,1192.94,loyal_customers
13294.0,283,1,815.79,hibernating
13295.0,13,3,900.77,potential_loyalists
13296.0,60,5,705.1099999999999,loyal_customers
13297.0,22,3,2278.77,potential_loyalists
13299.0,60,2,1076.1999999999998,about_to_sleep
13300.0,25,2,913.6200000000001,potential_loyalists
13302.0,163,1,95.45,hibernating
13303.0,37,1,61.72,promising
13304.0,92,3,917.57,at_risk
13305.0,9,7,1753.8500000000001,champions
13306.0,67,1,53.65,about_to_sleep
13307.0,124,2,258.34,hibernating
13308.0,233,1,284.86,hibernating
13309.0,29,1,249.57999999999998,promising
13310.0,17,2,409.16999999999996,potential_loyalists
13312.0,88,1,124.75,hibernating
13313.0,116,7,1890.0,cant_loose
13315.0,326,1,310.26,hibernating
13316.0,29,6,7213.840000000001,loyal_customers
13317.0,22,13,4212.411,loyal_customers
13319.0,2,34,11236.95,champions
13320.0,71,2,679.4,about_to_sleep
13324.0,65,8,3391.5199999999995,loyal_customers
13326.0,69,1,281.76,about_to_sleep
13327.0,2,14,6251.71,champions
